jobid mutator crossover repair generator D mu eps repl
2072 bf on deterministic uncorr 2 200 0.9 2
2073 bf on deterministic uncorr 2 200 0.9 3
2074 bf on deterministic uncorr 2 200 0.9 4
2075 bf on deterministic uncorr 2 200 0.9 5
2076 bf on deterministic uncorr 2 200 0.9 6
2077 bf on deterministic uncorr 2 200 0.9 7
2078 bf on deterministic uncorr 2 200 0.9 8
2079 bf on deterministic uncorr 2 200 0.9 9
2080 bf on deterministic uncorr 2 200 0.9 10
2081 bf on deterministic uncorr 5 25 0.1 1
2082 bf on deterministic uncorr 5 25 0.1 2
2083 bf on deterministic uncorr 5 25 0.1 3
2084 bf on deterministic uncorr 5 25 0.1 4
2085 bf on deterministic uncorr 5 25 0.1 5
2086 bf on deterministic uncorr 5 25 0.1 6
2087 bf on deterministic uncorr 5 25 0.1 7
2088 bf on deterministic uncorr 5 25 0.1 8
2089 bf on deterministic uncorr 5 25 0.1 9
2090 bf on deterministic uncorr 5 25 0.1 10
2091 bf on deterministic uncorr 5 25 0.2 1
2092 bf on deterministic uncorr 5 25 0.2 2
2093 bf on deterministic uncorr 5 25 0.2 3
2094 bf on deterministic uncorr 5 25 0.2 4
2095 bf on deterministic uncorr 5 25 0.2 5
2096 bf on deterministic uncorr 5 25 0.2 6
2097 bf on deterministic uncorr 5 25 0.2 7
2098 bf on deterministic uncorr 5 25 0.2 8
2099 bf on deterministic uncorr 5 25 0.2 9
2100 bf on deterministic uncorr 5 25 0.2 10
2101 bf on deterministic uncorr 5 25 0.5 1
2102 bf on deterministic uncorr 5 25 0.5 2
2103 bf on deterministic uncorr 5 25 0.5 3
2104 bf on deterministic uncorr 5 25 0.5 4
2105 bf on deterministic uncorr 5 25 0.5 5
2106 bf on deterministic uncorr 5 25 0.5 6
2107 bf on deterministic uncorr 5 25 0.5 7
2108 bf on deterministic uncorr 5 25 0.5 8
2109 bf on deterministic uncorr 5 25 0.5 9
2110 bf on deterministic uncorr 5 25 0.5 10
2111 bf on deterministic uncorr 5 25 0.9 1
2112 bf on deterministic uncorr 5 25 0.9 2
2113 bf on deterministic uncorr 5 25 0.9 3
2114 bf on deterministic uncorr 5 25 0.9 4
2115 bf on deterministic uncorr 5 25 0.9 5
2116 bf on deterministic uncorr 5 25 0.9 6
2117 bf on deterministic uncorr 5 25 0.9 7
2118 bf on deterministic uncorr 5 25 0.9 8
2119 bf on deterministic uncorr 5 25 0.9 9
2120 bf on deterministic uncorr 5 25 0.9 10
2121 bf on deterministic uncorr 5 50 0.1 1
2122 bf on deterministic uncorr 5 50 0.1 2
2123 bf on deterministic uncorr 5 50 0.1 3
2124 bf on deterministic uncorr 5 50 0.1 4
2125 bf on deterministic uncorr 5 50 0.1 5
2126 bf on deterministic uncorr 5 50 0.1 6
2127 bf on deterministic uncorr 5 50 0.1 7
2128 bf on deterministic uncorr 5 50 0.1 8
2129 bf on deterministic uncorr 5 50 0.1 9
2130 bf on deterministic uncorr 5 50 0.1 10
2131 bf on deterministic uncorr 5 50 0.2 1
2132 bf on deterministic uncorr 5 50 0.2 2
2133 bf on deterministic uncorr 5 50 0.2 3
2134 bf on deterministic uncorr 5 50 0.2 4
2135 bf on deterministic uncorr 5 50 0.2 5
2136 bf on deterministic uncorr 5 50 0.2 6
2137 bf on deterministic uncorr 5 50 0.2 7
2138 bf on deterministic uncorr 5 50 0.2 8
2139 bf on deterministic uncorr 5 50 0.2 9
2140 bf on deterministic uncorr 5 50 0.2 10
2141 bf on deterministic uncorr 5 50 0.5 1
2142 bf on deterministic uncorr 5 50 0.5 2
2143 bf on deterministic uncorr 5 50 0.5 3
2144 bf on deterministic uncorr 5 50 0.5 4
2145 bf on deterministic uncorr 5 50 0.5 5
2146 bf on deterministic uncorr 5 50 0.5 6
2147 bf on deterministic uncorr 5 50 0.5 7
2148 bf on deterministic uncorr 5 50 0.5 8
2149 bf on deterministic uncorr 5 50 0.5 9
2150 bf on deterministic uncorr 5 50 0.5 10
2151 bf on deterministic uncorr 5 50 0.9 1
2152 bf on deterministic uncorr 5 50 0.9 2
2153 bf on deterministic uncorr 5 50 0.9 3
2154 bf on deterministic uncorr 5 50 0.9 4
2155 bf on deterministic uncorr 5 50 0.9 5
2156 bf on deterministic uncorr 5 50 0.9 6
2157 bf on deterministic uncorr 5 50 0.9 7
2158 bf on deterministic uncorr 5 50 0.9 8
2159 bf on deterministic uncorr 5 50 0.9 9
2160 bf on deterministic uncorr 5 50 0.9 10
2161 bf on deterministic uncorr 5 100 0.1 1
2162 bf on deterministic uncorr 5 100 0.1 2
2163 bf on deterministic uncorr 5 100 0.1 3
2164 bf on deterministic uncorr 5 100 0.1 4
2165 bf on deterministic uncorr 5 100 0.1 5
2166 bf on deterministic uncorr 5 100 0.1 6
2167 bf on deterministic uncorr 5 100 0.1 7
2168 bf on deterministic uncorr 5 100 0.1 8
2169 bf on deterministic uncorr 5 100 0.1 9
2170 bf on deterministic uncorr 5 100 0.1 10
2171 bf on deterministic uncorr 5 100 0.2 1
2172 bf on deterministic uncorr 5 100 0.2 2
2173 bf on deterministic uncorr 5 100 0.2 3
2174 bf on deterministic uncorr 5 100 0.2 4
2175 bf on deterministic uncorr 5 100 0.2 5
2176 bf on deterministic uncorr 5 100 0.2 6
2177 bf on deterministic uncorr 5 100 0.2 7
2178 bf on deterministic uncorr 5 100 0.2 8
2179 bf on deterministic uncorr 5 100 0.2 9
2180 bf on deterministic uncorr 5 100 0.2 10
2181 bf on deterministic uncorr 5 100 0.5 1
2182 bf on deterministic uncorr 5 100 0.5 2
2183 bf on deterministic uncorr 5 100 0.5 3
2184 bf on deterministic uncorr 5 100 0.5 4
2185 bf on deterministic uncorr 5 100 0.5 5
2186 bf on deterministic uncorr 5 100 0.5 6
2187 bf on deterministic uncorr 5 100 0.5 7
2188 bf on deterministic uncorr 5 100 0.5 8
2189 bf on deterministic uncorr 5 100 0.5 9
2190 bf on deterministic uncorr 5 100 0.5 10
2191 bf on deterministic uncorr 5 100 0.9 1
2192 bf on deterministic uncorr 5 100 0.9 2
2193 bf on deterministic uncorr 5 100 0.9 3
2194 bf on deterministic uncorr 5 100 0.9 4
2195 bf on deterministic uncorr 5 100 0.9 5
2196 bf on deterministic uncorr 5 100 0.9 6
2197 bf on deterministic uncorr 5 100 0.9 7
2198 bf on deterministic uncorr 5 100 0.9 8
2199 bf on deterministic uncorr 5 100 0.9 9
2200 bf on deterministic uncorr 5 100 0.9 10
2201 bf on deterministic uncorr 5 200 0.1 1
2202 bf on deterministic uncorr 5 200 0.1 2
2203 bf on deterministic uncorr 5 200 0.1 3
2204 bf on deterministic uncorr 5 200 0.1 4
2205 bf on deterministic uncorr 5 200 0.1 5
2206 bf on deterministic uncorr 5 200 0.1 6
2207 bf on deterministic uncorr 5 200 0.1 7
2208 bf on deterministic uncorr 5 200 0.1 8
2209 bf on deterministic uncorr 5 200 0.1 9
2210 bf on deterministic uncorr 5 200 0.1 10
2211 bf on deterministic uncorr 5 200 0.2 1
2212 bf on deterministic uncorr 5 200 0.2 2
2213 bf on deterministic uncorr 5 200 0.2 3
2214 bf on deterministic uncorr 5 200 0.2 4
2215 bf on deterministic uncorr 5 200 0.2 5
2216 bf on deterministic uncorr 5 200 0.2 6
2217 bf on deterministic uncorr 5 200 0.2 7
2218 bf on deterministic uncorr 5 200 0.2 8
2219 bf on deterministic uncorr 5 200 0.2 9
2220 bf on deterministic uncorr 5 200 0.2 10
2221 bf on deterministic uncorr 5 200 0.5 1
2222 bf on deterministic uncorr 5 200 0.5 2
2223 bf on deterministic uncorr 5 200 0.5 3
2224 bf on deterministic uncorr 5 200 0.5 4
2225 bf on deterministic uncorr 5 200 0.5 5
2226 bf on deterministic uncorr 5 200 0.5 6
2227 bf on deterministic uncorr 5 200 0.5 7
2228 bf on deterministic uncorr 5 200 0.5 8
2229 bf on deterministic uncorr 5 200 0.5 9
2230 bf on deterministic uncorr 5 200 0.5 10
2231 bf on deterministic uncorr 5 200 0.9 1
2232 bf on deterministic uncorr 5 200 0.9 2
2233 bf on deterministic uncorr 5 200 0.9 3
2234 bf on deterministic uncorr 5 200 0.9 4
2235 bf on deterministic uncorr 5 200 0.9 5
2236 bf on deterministic uncorr 5 200 0.9 6
2237 bf on deterministic uncorr 5 200 0.9 7
2238 bf on deterministic uncorr 5 200 0.9 8
2239 bf on deterministic uncorr 5 200 0.9 9
2240 bf on deterministic uncorr 5 200 0.9 10
2241 bf on deterministic uncorr 10 25 0.1 1
2242 bf on deterministic uncorr 10 25 0.1 2
2243 bf on deterministic uncorr 10 25 0.1 3
2244 bf on deterministic uncorr 10 25 0.1 4
2245 bf on deterministic uncorr 10 25 0.1 5
2246 bf on deterministic uncorr 10 25 0.1 6
2247 bf on deterministic uncorr 10 25 0.1 7
2248 bf on deterministic uncorr 10 25 0.1 8
2249 bf on deterministic uncorr 10 25 0.1 9
2250 bf on deterministic uncorr 10 25 0.1 10
2251 bf on deterministic uncorr 10 25 0.2 1
2252 bf on deterministic uncorr 10 25 0.2 2
2253 bf on deterministic uncorr 10 25 0.2 3
2254 bf on deterministic uncorr 10 25 0.2 4
2255 bf on deterministic uncorr 10 25 0.2 5
2256 bf on deterministic uncorr 10 25 0.2 6
2257 bf on deterministic uncorr 10 25 0.2 7
2258 bf on deterministic uncorr 10 25 0.2 8
2259 bf on deterministic uncorr 10 25 0.2 9
2260 bf on deterministic uncorr 10 25 0.2 10
2261 bf on deterministic uncorr 10 25 0.5 1
2262 bf on deterministic uncorr 10 25 0.5 2
2263 bf on deterministic uncorr 10 25 0.5 3
2264 bf on deterministic uncorr 10 25 0.5 4
2265 bf on deterministic uncorr 10 25 0.5 5
2266 bf on deterministic uncorr 10 25 0.5 6
2267 bf on deterministic uncorr 10 25 0.5 7
2268 bf on deterministic uncorr 10 25 0.5 8
2269 bf on deterministic uncorr 10 25 0.5 9
2270 bf on deterministic uncorr 10 25 0.5 10
2271 bf on deterministic uncorr 10 25 0.9 1
2272 bf on deterministic uncorr 10 25 0.9 2
2273 bf on deterministic uncorr 10 25 0.9 3
2274 bf on deterministic uncorr 10 25 0.9 4
2275 bf on deterministic uncorr 10 25 0.9 5
2276 bf on deterministic uncorr 10 25 0.9 6
2277 bf on deterministic uncorr 10 25 0.9 7
2278 bf on deterministic uncorr 10 25 0.9 8
2279 bf on deterministic uncorr 10 25 0.9 9
2280 bf on deterministic uncorr 10 25 0.9 10
2281 bf on deterministic uncorr 10 50 0.1 1
2282 bf on deterministic uncorr 10 50 0.1 2
2283 bf on deterministic uncorr 10 50 0.1 3
2284 bf on deterministic uncorr 10 50 0.1 4
2285 bf on deterministic uncorr 10 50 0.1 5
2286 bf on deterministic uncorr 10 50 0.1 6
2287 bf on deterministic uncorr 10 50 0.1 7
2288 bf on deterministic uncorr 10 50 0.1 8
2289 bf on deterministic uncorr 10 50 0.1 9
2290 bf on deterministic uncorr 10 50 0.1 10
2291 bf on deterministic uncorr 10 50 0.2 1
2292 bf on deterministic uncorr 10 50 0.2 2
2293 bf on deterministic uncorr 10 50 0.2 3
2294 bf on deterministic uncorr 10 50 0.2 4
2295 bf on deterministic uncorr 10 50 0.2 5
2296 bf on deterministic uncorr 10 50 0.2 6
2297 bf on deterministic uncorr 10 50 0.2 7
2298 bf on deterministic uncorr 10 50 0.2 8
2299 bf on deterministic uncorr 10 50 0.2 9
2300 bf on deterministic uncorr 10 50 0.2 10
2301 bf on deterministic uncorr 10 50 0.5 1
2302 bf on deterministic uncorr 10 50 0.5 2
2303 bf on deterministic uncorr 10 50 0.5 3
2304 bf on deterministic uncorr 10 50 0.5 4
2305 bf on deterministic uncorr 10 50 0.5 5
2306 bf on deterministic uncorr 10 50 0.5 6
2307 bf on deterministic uncorr 10 50 0.5 7
2308 bf on deterministic uncorr 10 50 0.5 8
2309 bf on deterministic uncorr 10 50 0.5 9
2310 bf on deterministic uncorr 10 50 0.5 10
2311 bf on deterministic uncorr 10 50 0.9 1
2312 bf on deterministic uncorr 10 50 0.9 2
2313 bf on deterministic uncorr 10 50 0.9 3
2314 bf on deterministic uncorr 10 50 0.9 4
2315 bf on deterministic uncorr 10 50 0.9 5
2316 bf on deterministic uncorr 10 50 0.9 6
2317 bf on deterministic uncorr 10 50 0.9 7
2318 bf on deterministic uncorr 10 50 0.9 8
2319 bf on deterministic uncorr 10 50 0.9 9
2320 bf on deterministic uncorr 10 50 0.9 10
2321 bf on deterministic uncorr 10 100 0.1 1
2322 bf on deterministic uncorr 10 100 0.1 2
2323 bf on deterministic uncorr 10 100 0.1 3
2324 bf on deterministic uncorr 10 100 0.1 4
2325 bf on deterministic uncorr 10 100 0.1 5
2326 bf on deterministic uncorr 10 100 0.1 6
2327 bf on deterministic uncorr 10 100 0.1 7
2328 bf on deterministic uncorr 10 100 0.1 8
2329 bf on deterministic uncorr 10 100 0.1 9
2330 bf on deterministic uncorr 10 100 0.1 10
2331 bf on deterministic uncorr 10 100 0.2 1
2332 bf on deterministic uncorr 10 100 0.2 2
2333 bf on deterministic uncorr 10 100 0.2 3
2334 bf on deterministic uncorr 10 100 0.2 4
2335 bf on deterministic uncorr 10 100 0.2 5
2336 bf on deterministic uncorr 10 100 0.2 6
2337 bf on deterministic uncorr 10 100 0.2 7
2338 bf on deterministic uncorr 10 100 0.2 8
2339 bf on deterministic uncorr 10 100 0.2 9
2340 bf on deterministic uncorr 10 100 0.2 10
2341 bf on deterministic uncorr 10 100 0.5 1
2342 bf on deterministic uncorr 10 100 0.5 2
2343 bf on deterministic uncorr 10 100 0.5 3
2344 bf on deterministic uncorr 10 100 0.5 4
2345 bf on deterministic uncorr 10 100 0.5 5
2346 bf on deterministic uncorr 10 100 0.5 6
2347 bf on deterministic uncorr 10 100 0.5 7
2348 bf on deterministic uncorr 10 100 0.5 8
2349 bf on deterministic uncorr 10 100 0.5 9
2350 bf on deterministic uncorr 10 100 0.5 10
2351 bf on deterministic uncorr 10 100 0.9 1
2352 bf on deterministic uncorr 10 100 0.9 2
2353 bf on deterministic uncorr 10 100 0.9 3
2354 bf on deterministic uncorr 10 100 0.9 4
2355 bf on deterministic uncorr 10 100 0.9 5
2356 bf on deterministic uncorr 10 100 0.9 6
2357 bf on deterministic uncorr 10 100 0.9 7
2358 bf on deterministic uncorr 10 100 0.9 8
2359 bf on deterministic uncorr 10 100 0.9 9
2360 bf on deterministic uncorr 10 100 0.9 10
2361 bf on deterministic uncorr 10 200 0.1 1
2362 bf on deterministic uncorr 10 200 0.1 2
2363 bf on deterministic uncorr 10 200 0.1 3
2364 bf on deterministic uncorr 10 200 0.1 4
2365 bf on deterministic uncorr 10 200 0.1 5
2366 bf on deterministic uncorr 10 200 0.1 6
2367 bf on deterministic uncorr 10 200 0.1 7
2368 bf on deterministic uncorr 10 200 0.1 8
2369 bf on deterministic uncorr 10 200 0.1 9
2370 bf on deterministic uncorr 10 200 0.1 10
2371 bf on deterministic uncorr 10 200 0.2 1
2372 bf on deterministic uncorr 10 200 0.2 2
2373 bf on deterministic uncorr 10 200 0.2 3
2374 bf on deterministic uncorr 10 200 0.2 4
2375 bf on deterministic uncorr 10 200 0.2 5
2376 bf on deterministic uncorr 10 200 0.2 6
2377 bf on deterministic uncorr 10 200 0.2 7
2378 bf on deterministic uncorr 10 200 0.2 8
2379 bf on deterministic uncorr 10 200 0.2 9
2380 bf on deterministic uncorr 10 200 0.2 10
2381 bf on deterministic uncorr 10 200 0.5 1
2382 bf on deterministic uncorr 10 200 0.5 2
2383 bf on deterministic uncorr 10 200 0.5 3
2384 bf on deterministic uncorr 10 200 0.5 4
2385 bf on deterministic uncorr 10 200 0.5 5
2386 bf on deterministic uncorr 10 200 0.5 6
2387 bf on deterministic uncorr 10 200 0.5 7
2388 bf on deterministic uncorr 10 200 0.5 8
2389 bf on deterministic uncorr 10 200 0.5 9
2390 bf on deterministic uncorr 10 200 0.5 10
2391 bf on deterministic uncorr 10 200 0.9 1
2392 bf on deterministic uncorr 10 200 0.9 2
2393 bf on deterministic uncorr 10 200 0.9 3
2394 bf on deterministic uncorr 10 200 0.9 4
2395 bf on deterministic uncorr 10 200 0.9 5
2396 bf on deterministic uncorr 10 200 0.9 6
2397 bf on deterministic uncorr 10 200 0.9 7
2398 bf on deterministic uncorr 10 200 0.9 8
2399 bf on deterministic uncorr 10 200 0.9 9
2400 bf on deterministic uncorr 10 200 0.9 10
2401 bf on deterministic scorr 2 25 0.1 1
2402 bf on deterministic scorr 2 25 0.1 2
2403 bf on deterministic scorr 2 25 0.1 3
2404 bf on deterministic scorr 2 25 0.1 4
2405 bf on deterministic scorr 2 25 0.1 5
2406 bf on deterministic scorr 2 25 0.1 6
2407 bf on deterministic scorr 2 25 0.1 7
2408 bf on deterministic scorr 2 25 0.1 8
2409 bf on deterministic scorr 2 25 0.1 9
2410 bf on deterministic scorr 2 25 0.1 10
2411 bf on deterministic scorr 2 25 0.2 1
2412 bf on deterministic scorr 2 25 0.2 2
2413 bf on deterministic scorr 2 25 0.2 3
2414 bf on deterministic scorr 2 25 0.2 4
2415 bf on deterministic scorr 2 25 0.2 5
2416 bf on deterministic scorr 2 25 0.2 6
2417 bf on deterministic scorr 2 25 0.2 7
2418 bf on deterministic scorr 2 25 0.2 8
2419 bf on deterministic scorr 2 25 0.2 9
2420 bf on deterministic scorr 2 25 0.2 10
2421 bf on deterministic scorr 2 25 0.5 1
2422 bf on deterministic scorr 2 25 0.5 2
2423 bf on deterministic scorr 2 25 0.5 3
2424 bf on deterministic scorr 2 25 0.5 4
2425 bf on deterministic scorr 2 25 0.5 5
2426 bf on deterministic scorr 2 25 0.5 6
2427 bf on deterministic scorr 2 25 0.5 7
2428 bf on deterministic scorr 2 25 0.5 8
2429 bf on deterministic scorr 2 25 0.5 9
2430 bf on deterministic scorr 2 25 0.5 10
2431 bf on deterministic scorr 2 25 0.9 1
2432 bf on deterministic scorr 2 25 0.9 2
2433 bf on deterministic scorr 2 25 0.9 3
2434 bf on deterministic scorr 2 25 0.9 4
2435 bf on deterministic scorr 2 25 0.9 5
2436 bf on deterministic scorr 2 25 0.9 6
2437 bf on deterministic scorr 2 25 0.9 7
2438 bf on deterministic scorr 2 25 0.9 8
2439 bf on deterministic scorr 2 25 0.9 9
2440 bf on deterministic scorr 2 25 0.9 10
2441 bf on deterministic scorr 2 50 0.1 1
2442 bf on deterministic scorr 2 50 0.1 2
2443 bf on deterministic scorr 2 50 0.1 3
2444 bf on deterministic scorr 2 50 0.1 4
2445 bf on deterministic scorr 2 50 0.1 5
2446 bf on deterministic scorr 2 50 0.1 6
2447 bf on deterministic scorr 2 50 0.1 7
2448 bf on deterministic scorr 2 50 0.1 8
2449 bf on deterministic scorr 2 50 0.1 9
2450 bf on deterministic scorr 2 50 0.1 10
2451 bf on deterministic scorr 2 50 0.2 1
2452 bf on deterministic scorr 2 50 0.2 2
2453 bf on deterministic scorr 2 50 0.2 3
2454 bf on deterministic scorr 2 50 0.2 4
2455 bf on deterministic scorr 2 50 0.2 5
2456 bf on deterministic scorr 2 50 0.2 6
2457 bf on deterministic scorr 2 50 0.2 7
2458 bf on deterministic scorr 2 50 0.2 8
2459 bf on deterministic scorr 2 50 0.2 9
2460 bf on deterministic scorr 2 50 0.2 10
2461 bf on deterministic scorr 2 50 0.5 1
2462 bf on deterministic scorr 2 50 0.5 2
2463 bf on deterministic scorr 2 50 0.5 3
2464 bf on deterministic scorr 2 50 0.5 4
2465 bf on deterministic scorr 2 50 0.5 5
2466 bf on deterministic scorr 2 50 0.5 6
2467 bf on deterministic scorr 2 50 0.5 7
2468 bf on deterministic scorr 2 50 0.5 8
2469 bf on deterministic scorr 2 50 0.5 9
2470 bf on deterministic scorr 2 50 0.5 10
2471 bf on deterministic scorr 2 50 0.9 1
2472 bf on deterministic scorr 2 50 0.9 2
2473 bf on deterministic scorr 2 50 0.9 3
2474 bf on deterministic scorr 2 50 0.9 4
2475 bf on deterministic scorr 2 50 0.9 5
2476 bf on deterministic scorr 2 50 0.9 6
2477 bf on deterministic scorr 2 50 0.9 7
2478 bf on deterministic scorr 2 50 0.9 8
2479 bf on deterministic scorr 2 50 0.9 9
2480 bf on deterministic scorr 2 50 0.9 10
2481 bf on deterministic scorr 2 100 0.1 1
2482 bf on deterministic scorr 2 100 0.1 2
2483 bf on deterministic scorr 2 100 0.1 3
2484 bf on deterministic scorr 2 100 0.1 4
2485 bf on deterministic scorr 2 100 0.1 5
2486 bf on deterministic scorr 2 100 0.1 6
2487 bf on deterministic scorr 2 100 0.1 7
2488 bf on deterministic scorr 2 100 0.1 8
2489 bf on deterministic scorr 2 100 0.1 9
2490 bf on deterministic scorr 2 100 0.1 10
2491 bf on deterministic scorr 2 100 0.2 1
2492 bf on deterministic scorr 2 100 0.2 2
2493 bf on deterministic scorr 2 100 0.2 3
2494 bf on deterministic scorr 2 100 0.2 4
2495 bf on deterministic scorr 2 100 0.2 5
2496 bf on deterministic scorr 2 100 0.2 6
2497 bf on deterministic scorr 2 100 0.2 7
2498 bf on deterministic scorr 2 100 0.2 8
2499 bf on deterministic scorr 2 100 0.2 9
2500 bf on deterministic scorr 2 100 0.2 10
2501 bf on deterministic scorr 2 100 0.5 1
2502 bf on deterministic scorr 2 100 0.5 2
2503 bf on deterministic scorr 2 100 0.5 3
2504 bf on deterministic scorr 2 100 0.5 4
2505 bf on deterministic scorr 2 100 0.5 5
2506 bf on deterministic scorr 2 100 0.5 6
2507 bf on deterministic scorr 2 100 0.5 7
2508 bf on deterministic scorr 2 100 0.5 8
2509 bf on deterministic scorr 2 100 0.5 9
2510 bf on deterministic scorr 2 100 0.5 10
2511 bf on deterministic scorr 2 100 0.9 1
2512 bf on deterministic scorr 2 100 0.9 2
2513 bf on deterministic scorr 2 100 0.9 3
2514 bf on deterministic scorr 2 100 0.9 4
2515 bf on deterministic scorr 2 100 0.9 5
2516 bf on deterministic scorr 2 100 0.9 6
2517 bf on deterministic scorr 2 100 0.9 7
2518 bf on deterministic scorr 2 100 0.9 8
2519 bf on deterministic scorr 2 100 0.9 9
2520 bf on deterministic scorr 2 100 0.9 10
2521 bf on deterministic scorr 2 200 0.1 1
2522 bf on deterministic scorr 2 200 0.1 2
2523 bf on deterministic scorr 2 200 0.1 3
2524 bf on deterministic scorr 2 200 0.1 4
2525 bf on deterministic scorr 2 200 0.1 5
2526 bf on deterministic scorr 2 200 0.1 6
2527 bf on deterministic scorr 2 200 0.1 7
2528 bf on deterministic scorr 2 200 0.1 8
2529 bf on deterministic scorr 2 200 0.1 9
2530 bf on deterministic scorr 2 200 0.1 10
2531 bf on deterministic scorr 2 200 0.2 1
2532 bf on deterministic scorr 2 200 0.2 2
2533 bf on deterministic scorr 2 200 0.2 3
2534 bf on deterministic scorr 2 200 0.2 4
2535 bf on deterministic scorr 2 200 0.2 5
2536 bf on deterministic scorr 2 200 0.2 6
2537 bf on deterministic scorr 2 200 0.2 7
2538 bf on deterministic scorr 2 200 0.2 8
2539 bf on deterministic scorr 2 200 0.2 9
2540 bf on deterministic scorr 2 200 0.2 10
2541 bf on deterministic scorr 2 200 0.5 1
2542 bf on deterministic scorr 2 200 0.5 2
2543 bf on deterministic scorr 2 200 0.5 3
2544 bf on deterministic scorr 2 200 0.5 4
2545 bf on deterministic scorr 2 200 0.5 5
2546 bf on deterministic scorr 2 200 0.5 6
2547 bf on deterministic scorr 2 200 0.5 7
2548 bf on deterministic scorr 2 200 0.5 8
2549 bf on deterministic scorr 2 200 0.5 9
2550 bf on deterministic scorr 2 200 0.5 10
2551 bf on deterministic scorr 2 200 0.9 1
2552 bf on deterministic scorr 2 200 0.9 2
2553 bf on deterministic scorr 2 200 0.9 3
2554 bf on deterministic scorr 2 200 0.9 4
2555 bf on deterministic scorr 2 200 0.9 5
2556 bf on deterministic scorr 2 200 0.9 6
2557 bf on deterministic scorr 2 200 0.9 7
2558 bf on deterministic scorr 2 200 0.9 8
2559 bf on deterministic scorr 2 200 0.9 9
2560 bf on deterministic scorr 2 200 0.9 10
2561 bf on deterministic scorr 5 25 0.1 1
2562 bf on deterministic scorr 5 25 0.1 2
2563 bf on deterministic scorr 5 25 0.1 3
