"jobid" "mutator" "crossover" "repair" "generator" "D" "mu" "eps" "repl" "iters" "time_passed" "entropy" "iters_without_improvement" "repair_operations" "repair_success"
19844 "abf" "off" "off" "scorr" 5 25 0.1 4 2500 4 35.8235083125459 2308 1135 1135
19845 "abf" "off" "off" "scorr" 5 25 0.1 5 2500 4 35.8599330399006 2298 1094 1094
19846 "abf" "off" "off" "scorr" 5 25 0.1 6 2500 4 35.8387433600413 2310 1043 1043
19847 "abf" "off" "off" "scorr" 5 25 0.1 7 2500 4 35.8886594042414 2294 1062 1062
19848 "abf" "off" "off" "scorr" 5 25 0.1 8 2500 3 35.8318150493968 2321 1150 1150
19849 "abf" "off" "off" "scorr" 5 25 0.1 9 2500 4 35.8261757321358 2313 1148 1148
19850 "abf" "off" "off" "scorr" 5 25 0.1 10 2500 4 35.7910288699804 2330 1127 1127
19851 "abf" "off" "off" "scorr" 5 25 0.2 1 2500 4 36.0763251746541 2282 973 973
19852 "abf" "off" "off" "scorr" 5 25 0.2 2 2500 4 36.054666834284 2303 1136 1136
19853 "abf" "off" "off" "scorr" 5 25 0.2 3 2500 4 36.0023983944343 2286 1105 1105
19854 "abf" "off" "off" "scorr" 5 25 0.2 4 2500 4 35.9949434370674 2287 1063 1063
19855 "abf" "off" "off" "scorr" 5 25 0.2 5 2500 4 36.084227454742 2305 1097 1097
19856 "abf" "off" "off" "scorr" 5 25 0.2 6 2500 4 36.0162441787016 2279 1126 1126
19857 "abf" "off" "off" "scorr" 5 25 0.2 7 2500 4 36.0900173223509 2308 973 973
19858 "abf" "off" "off" "scorr" 5 25 0.2 8 2500 4 36.0215290285406 2307 1047 1047
19859 "abf" "off" "off" "scorr" 5 25 0.2 9 2500 4 36.0495967385409 2318 960 960
19860 "abf" "off" "off" "scorr" 5 25 0.2 10 2500 4 36.0727232291025 2279 982 982
19861 "abf" "off" "off" "scorr" 5 25 0.5 1 2500 4 35.9507777719032 2297 1132 1132
19862 "abf" "off" "off" "scorr" 5 25 0.5 2 2500 4 35.9963937727295 2283 1115 1115
19863 "abf" "off" "off" "scorr" 5 25 0.5 3 2500 4 36.1530593789526 2286 1063 1063
19864 "abf" "off" "off" "scorr" 5 25 0.5 4 2500 4 36.1811270889529 2296 1055 1055
19865 "abf" "off" "off" "scorr" 5 25 0.5 5 2500 4 36.1658309239321 2289 1215 1215
19866 "abf" "off" "off" "scorr" 5 25 0.5 6 2500 4 35.9983917009572 2319 976 976
19867 "abf" "off" "off" "scorr" 5 25 0.5 7 2500 4 36.1449643550662 2280 1019 1019
19868 "abf" "off" "off" "scorr" 5 25 0.5 8 2500 4 36.1949728732203 2307 914 914
19869 "abf" "off" "off" "scorr" 5 25 0.5 9 2500 4 36.0206053396007 2297 1124 1124
19870 "abf" "off" "off" "scorr" 5 25 0.5 10 2500 4 36.0983271454244 2333 1087 1087
19871 "abf" "off" "off" "scorr" 5 25 0.9 1 2500 4 36.1117650955436 2296 1052 1052
19872 "abf" "off" "off" "scorr" 5 25 0.9 2 2500 4 36.2190338897435 2299 857 857
19873 "abf" "off" "off" "scorr" 5 25 0.9 3 2500 4 35.993472155562 2302 1154 1154
19874 "abf" "off" "off" "scorr" 5 25 0.9 4 2500 4 36.0678036837074 2324 968 968
19875 "abf" "off" "off" "scorr" 5 25 0.9 5 2500 4 36.1219195014368 2293 1010 1010
19876 "abf" "off" "off" "scorr" 5 25 0.9 6 2500 4 36.109158793479 2270 1237 1237
19877 "abf" "off" "off" "scorr" 5 25 0.9 7 2500 4 36.0433881997621 2298 1099 1099
19878 "abf" "off" "off" "scorr" 5 25 0.9 8 2500 4 36.0509751647472 2314 1148 1148
19879 "abf" "off" "off" "scorr" 5 25 0.9 9 2500 4 36.1545522894103 2312 1057 1057
19880 "abf" "off" "off" "scorr" 5 25 0.9 10 2500 4 36.0679967637596 2301 1097 1097
19881 "abf" "off" "off" "scorr" 5 50 0.1 1 5000 14 35.7055319276614 4787 4156 4156
19882 "abf" "off" "off" "scorr" 5 50 0.1 2 5000 16 35.7624485056733 4792 4122 4122
19883 "abf" "off" "off" "scorr" 5 50 0.1 3 5000 16 35.650691555406 4801 4350 4350
19884 "abf" "off" "off" "scorr" 5 50 0.1 4 5000 13 35.7554834074174 4783 4199 4199
19885 "abf" "off" "off" "scorr" 5 50 0.1 5 5000 14 35.6975306913495 4814 4229 4229
19886 "abf" "off" "off" "scorr" 5 50 0.1 6 5000 14 35.638334566269 4793 4310 4310
19887 "abf" "off" "off" "scorr" 5 50 0.1 7 5000 16 35.8006157774974 4762 4103 4103
19888 "abf" "off" "off" "scorr" 5 50 0.1 8 5000 13 35.7199515291073 4792 4189 4189
19889 "abf" "off" "off" "scorr" 5 50 0.1 9 5000 13 35.6819016284639 4815 4268 4268
19890 "abf" "off" "off" "scorr" 5 50 0.1 10 5000 13 35.6611089405698 4770 4276 4276
19891 "abf" "off" "off" "scorr" 5 50 0.2 1 5000 15 35.8022969897788 4767 4169 4169
19892 "abf" "off" "off" "scorr" 5 50 0.2 2 5000 14 35.8340113988187 4808 4030 4030
19893 "abf" "off" "off" "scorr" 5 50 0.2 3 5000 15 35.7493459716791 4788 4204 4204
19894 "abf" "off" "off" "scorr" 5 50 0.2 4 5000 18 35.7114991080158 4781 4236 4236
19895 "abf" "off" "off" "scorr" 5 50 0.2 5 5000 13 35.8197146667772 4757 4050 4050
19896 "abf" "off" "off" "scorr" 5 50 0.2 6 5000 16 35.9351561251072 4766 3872 3872
19897 "abf" "off" "off" "scorr" 5 50 0.2 7 5000 14 35.7948852872933 4781 4145 4145
19898 "abf" "off" "off" "scorr" 5 50 0.2 8 5000 14 35.9313996701279 4790 3902 3902
19899 "abf" "off" "off" "scorr" 5 50 0.2 9 5000 16 35.8558632738977 4796 3953 3953
19900 "abf" "off" "off" "scorr" 5 50 0.2 10 5000 13 35.7401947907395 4776 4156 4156
19901 "abf" "off" "off" "scorr" 5 50 0.5 1 5000 15 35.8670403896043 4724 4085 4085
19902 "abf" "off" "off" "scorr" 5 50 0.5 2 5000 14 35.8080246245899 4779 4132 4132
19903 "abf" "off" "off" "scorr" 5 50 0.5 3 5000 15 35.8821854845375 4788 3916 3916
19904 "abf" "off" "off" "scorr" 5 50 0.5 4 5000 14 35.8651620694116 4779 3949 3949
19905 "abf" "off" "off" "scorr" 5 50 0.5 5 5000 15 35.9019096599108 4782 3944 3944
19906 "abf" "off" "off" "scorr" 5 50 0.5 6 5000 13 35.9645969598751 4755 3896 3896
19907 "abf" "off" "off" "scorr" 5 50 0.5 7 5000 15 35.7225366160704 4784 4222 4222
19908 "abf" "off" "off" "scorr" 5 50 0.5 8 5000 14 35.9698751953038 4772 3821 3821
19909 "abf" "off" "off" "scorr" 5 50 0.5 9 5000 14 35.8112309939816 4770 4124 4124
19910 "abf" "off" "off" "scorr" 5 50 0.5 10 5000 15 35.7801964239994 4767 4097 4097
19911 "abf" "off" "off" "scorr" 5 50 0.9 1 5000 14 35.8412137771299 4754 4028 4028
19912 "abf" "off" "off" "scorr" 5 50 0.9 2 5000 13 35.8976984653844 4809 3876 3876
19913 "abf" "off" "off" "scorr" 5 50 0.9 3 5000 15 35.767036576666 4759 4132 4132
19914 "abf" "off" "off" "scorr" 5 50 0.9 4 5000 14 35.8650388535151 4788 3941 3941
19915 "abf" "off" "off" "scorr" 5 50 0.9 5 5000 13 35.9517040178514 4749 3804 3804
19916 "abf" "off" "off" "scorr" 5 50 0.9 6 5000 15 35.9063009034506 4795 3944 3944
19917 "abf" "off" "off" "scorr" 5 50 0.9 7 5000 12 35.9194817129509 4772 3888 3888
19918 "abf" "off" "off" "scorr" 5 50 0.9 8 5000 15 35.7991317371588 4765 4069 4069
19919 "abf" "off" "off" "scorr" 5 50 0.9 9 5000 14 35.8949340526239 4764 3925 3925
19920 "abf" "off" "off" "scorr" 5 50 0.9 10 5000 15 35.7705150073474 4775 4168 4168
19921 "abf" "off" "off" "scorr" 5 100 0.1 1 10000 53 35.80394579512 9705 9545 9545
19922 "abf" "off" "off" "scorr" 5 100 0.1 2 10000 58 35.8069280269454 9738 9568 9568
19923 "abf" "off" "off" "scorr" 5 100 0.1 3 10000 60 35.8147130117814 9707 9569 9569
19924 "abf" "off" "off" "scorr" 5 100 0.1 4 10000 48 35.8322396104465 9712 9444 9444
19925 "abf" "off" "off" "scorr" 5 100 0.1 5 10000 60 35.8193906311386 9721 9567 9567
19926 "abf" "off" "off" "scorr" 5 100 0.1 6 10000 47 35.8198448736934 9716 9487 9487
19927 "abf" "off" "off" "scorr" 5 100 0.1 7 10000 59 35.8324524870349 9746 9573 9573
19928 "abf" "off" "off" "scorr" 5 100 0.1 8 10000 61 35.8398427917071 9729 9623 9623
19929 "abf" "off" "off" "scorr" 5 100 0.1 9 10000 54 35.804283343459 9678 9403 9403
19930 "abf" "off" "off" "scorr" 5 100 0.1 10 10000 56 35.8088608114133 9728 9667 9667
19931 "abf" "off" "off" "scorr" 5 100 0.2 1 10000 55 35.9089895044994 9757 9738 9738
19932 "abf" "off" "off" "scorr" 5 100 0.2 2 10000 49 35.8582296675515 9744 9637 9637
19933 "abf" "off" "off" "scorr" 5 100 0.2 3 10000 56 35.8362477835467 9708 9661 9661
19934 "abf" "off" "off" "scorr" 5 100 0.2 4 10000 56 35.8554119170415 9720 9751 9751
19935 "abf" "off" "off" "scorr" 5 100 0.2 5 10000 58 35.8680975210254 9721 9734 9734
19936 "abf" "off" "off" "scorr" 5 100 0.2 6 10000 61 35.8538483942603 9732 9683 9683
19937 "abf" "off" "off" "scorr" 5 100 0.2 7 10000 59 35.8468000824569 9735 9659 9659
19938 "abf" "off" "off" "scorr" 5 100 0.2 8 10000 60 35.7384930291103 9721 9529 9529
19939 "abf" "off" "off" "scorr" 5 100 0.2 9 10000 57 35.8501907228004 9709 9638 9638
19940 "abf" "off" "off" "scorr" 5 100 0.2 10 10000 53 35.889021707872 9698 9648 9648
19941 "abf" "off" "off" "scorr" 5 100 0.5 1 10000 58 35.8673424851212 9729 9707 9707
19942 "abf" "off" "off" "scorr" 5 100 0.5 2 10000 54 35.8691131405118 9694 9707 9707
19943 "abf" "off" "off" "scorr" 5 100 0.5 3 10000 56 35.8498857246934 9700 9588 9588
19944 "abf" "off" "off" "scorr" 5 100 0.5 4 10000 58 35.868984958965 9736 9668 9668
19945 "abf" "off" "off" "scorr" 5 100 0.5 5 10000 60 35.8571300940601 9725 9718 9718
19946 "abf" "off" "off" "scorr" 5 100 0.5 6 10000 54 35.8770774656002 9747 9744 9744
19947 "abf" "off" "off" "scorr" 5 100 0.5 7 10000 55 35.8724678107259 9715 9672 9672
19948 "abf" "off" "off" "scorr" 5 100 0.5 8 10000 57 35.8711959139485 9723 9678 9678
19949 "abf" "off" "off" "scorr" 5 100 0.5 9 10000 54 35.8410583930715 9738 9644 9644
19950 "abf" "off" "off" "scorr" 5 100 0.5 10 10000 60 35.8267115694957 9722 9688 9688
19951 "abf" "off" "off" "scorr" 5 100 0.9 1 10000 53 35.8545113756256 9730 9676 9676
19952 "abf" "off" "off" "scorr" 5 100 0.9 2 10000 64 35.8637529823803 9748 9673 9673
19953 "abf" "off" "off" "scorr" 5 100 0.9 3 10000 53 35.8435349491738 9745 9686 9686
19954 "abf" "off" "off" "scorr" 5 100 0.9 4 10000 59 35.8750355936916 9737 9767 9767
19955 "abf" "off" "off" "scorr" 5 100 0.9 5 10000 55 35.8623688369562 9702 9727 9727
19956 "abf" "off" "off" "scorr" 5 100 0.9 6 10000 56 35.814956973635 9714 9667 9667
19957 "abf" "off" "off" "scorr" 5 100 0.9 7 10000 48 35.892482988168 9726 9669 9669
19958 "abf" "off" "off" "scorr" 5 100 0.9 8 10000 55 35.8458261770841 9731 9683 9683
19959 "abf" "off" "off" "scorr" 5 100 0.9 9 10000 59 35.9339838229362 9729 9725 9725
19960 "abf" "off" "off" "scorr" 5 100 0.9 10 10000 60 35.8316847107152 9735 9678 9678
19961 "abf" "off" "off" "scorr" 5 200 0.1 1 20000 2 0 20000 20000 0
19962 "abf" "off" "off" "scorr" 5 200 0.1 2 20000 2 0 20000 20000 0
19963 "abf" "off" "off" "scorr" 5 200 0.1 3 20000 2 0 20000 20000 0
19964 "abf" "off" "off" "scorr" 5 200 0.1 4 20000 2 0 20000 20000 0
19965 "abf" "off" "off" "scorr" 5 200 0.1 5 20000 2 0 20000 20000 0
19966 "abf" "off" "off" "scorr" 5 200 0.1 6 20000 2 0 20000 20000 0
19967 "abf" "off" "off" "scorr" 5 200 0.1 7 20000 2 0 20000 20000 0
19968 "abf" "off" "off" "scorr" 5 200 0.1 8 20000 2 0 20000 20000 0
19969 "abf" "off" "off" "scorr" 5 200 0.1 9 20000 2 0 20000 20000 0
19970 "abf" "off" "off" "scorr" 5 200 0.1 10 20000 2 0 20000 20000 0
19971 "abf" "off" "off" "scorr" 5 200 0.2 1 20000 2 0 20000 20000 0
19972 "abf" "off" "off" "scorr" 5 200 0.2 2 20000 2 0 20000 20000 0
19973 "abf" "off" "off" "scorr" 5 200 0.2 3 20000 2 0 20000 20000 0
19974 "abf" "off" "off" "scorr" 5 200 0.2 4 20000 2 0 20000 20000 0
19975 "abf" "off" "off" "scorr" 5 200 0.2 5 20000 2 0 20000 20000 0
19976 "abf" "off" "off" "scorr" 5 200 0.2 6 20000 2 0 20000 20000 0
19977 "abf" "off" "off" "scorr" 5 200 0.2 7 20000 2 0 20000 20000 0
19978 "abf" "off" "off" "scorr" 5 200 0.2 8 20000 2 0 20000 20000 0
19979 "abf" "off" "off" "scorr" 5 200 0.2 9 20000 2 0 20000 20000 0
19980 "abf" "off" "off" "scorr" 5 200 0.2 10 20000 2 0 20000 20000 0
19981 "abf" "off" "off" "scorr" 5 200 0.5 1 20000 2 0 20000 20000 0
19982 "abf" "off" "off" "scorr" 5 200 0.5 2 20000 2 0 20000 20000 0
19983 "abf" "off" "off" "scorr" 5 200 0.5 3 20000 2 0 20000 20000 0
19984 "abf" "off" "off" "scorr" 5 200 0.5 4 20000 3 0 20000 20000 0
19985 "abf" "off" "off" "scorr" 5 200 0.5 5 20000 2 0 20000 20000 0
19986 "abf" "off" "off" "scorr" 5 200 0.5 6 20000 2 0 20000 20000 0
19987 "abf" "off" "off" "scorr" 5 200 0.5 7 20000 2 0 20000 20000 0
19988 "abf" "off" "off" "scorr" 5 200 0.5 8 20000 2 0 20000 20000 0
19989 "abf" "off" "off" "scorr" 5 200 0.5 9 20000 2 0 20000 20000 0
19990 "abf" "off" "off" "scorr" 5 200 0.5 10 20000 2 0 20000 20000 0
19991 "abf" "off" "off" "scorr" 5 200 0.9 1 20000 2 0 20000 20000 0
19992 "abf" "off" "off" "scorr" 5 200 0.9 2 20000 2 0 20000 20000 0
19993 "abf" "off" "off" "scorr" 5 200 0.9 3 20000 2 0 20000 20000 0
19994 "abf" "off" "off" "scorr" 5 200 0.9 4 20000 2 0 20000 20000 0
19995 "abf" "off" "off" "scorr" 5 200 0.9 5 20000 2 0 20000 20000 0
19996 "abf" "off" "off" "scorr" 5 200 0.9 6 20000 2 0 20000 20000 0
19997 "abf" "off" "off" "scorr" 5 200 0.9 7 20000 2 0 20000 20000 0
19998 "abf" "off" "off" "scorr" 5 200 0.9 8 20000 2 0 20000 20000 0
19999 "abf" "off" "off" "scorr" 5 200 0.9 9 20000 2 0 20000 20000 0
20000 "abf" "off" "off" "scorr" 5 200 0.9 10 20000 2 0 20000 20000 0
20001 "abf" "off" "off" "scorr" 10 25 0.1 1 2500 1 0 2500 2500 0
20002 "abf" "off" "off" "scorr" 10 25 0.1 2 2500 1 0 2500 2500 0
20003 "abf" "off" "off" "scorr" 10 25 0.1 3 2500 1 0 2500 2500 0
20004 "abf" "off" "off" "scorr" 10 25 0.1 4 2500 1 0 2500 2500 0
20005 "abf" "off" "off" "scorr" 10 25 0.1 5 2500 1 0 2500 2500 0
20006 "abf" "off" "off" "scorr" 10 25 0.1 6 2500 1 0 2500 2500 0
20007 "abf" "off" "off" "scorr" 10 25 0.1 7 2500 1 0 2500 2500 0
20008 "abf" "off" "off" "scorr" 10 25 0.1 8 2500 1 0 2500 2500 0
20009 "abf" "off" "off" "scorr" 10 25 0.1 9 2500 1 0 2500 2500 0
20010 "abf" "off" "off" "scorr" 10 25 0.1 10 2500 1 0 2500 2500 0
20011 "abf" "off" "off" "scorr" 10 25 0.2 1 2500 1 0 2500 2500 0
20012 "abf" "off" "off" "scorr" 10 25 0.2 2 2500 1 0 2500 2500 0
20013 "abf" "off" "off" "scorr" 10 25 0.2 3 2500 1 0 2500 2500 0
20014 "abf" "off" "off" "scorr" 10 25 0.2 4 2500 1 0 2500 2500 0
20015 "abf" "off" "off" "scorr" 10 25 0.2 5 2500 1 0 2500 2500 0
20016 "abf" "off" "off" "scorr" 10 25 0.2 6 2500 1 0 2500 2500 0
20017 "abf" "off" "off" "scorr" 10 25 0.2 7 2500 1 0 2500 2500 0
20018 "abf" "off" "off" "scorr" 10 25 0.2 8 2500 1 0 2500 2500 0
20019 "abf" "off" "off" "scorr" 10 25 0.2 9 2500 1 0 2500 2500 0
20020 "abf" "off" "off" "scorr" 10 25 0.2 10 2500 1 0 2500 2500 0
20021 "abf" "off" "off" "scorr" 10 25 0.5 1 2500 4 35.699919394541 2394 1355 1355
20022 "abf" "off" "off" "scorr" 10 25 0.5 2 2500 4 35.7250043698485 2376 1378 1378
20023 "abf" "off" "off" "scorr" 10 25 0.5 3 2500 4 35.6659081803612 2397 1359 1359
20024 "abf" "off" "off" "scorr" 10 25 0.5 4 2500 4 35.6717511235336 2385 1348 1348
20025 "abf" "off" "off" "scorr" 10 25 0.5 5 2500 4 35.6965821924262 2379 1227 1227
20026 "abf" "off" "off" "scorr" 10 25 0.5 6 2500 4 35.6857083058298 2376 1373 1373
20027 "abf" "off" "off" "scorr" 10 25 0.5 7 2500 4 35.6885182338059 2387 1346 1346
20028 "abf" "off" "off" "scorr" 10 25 0.5 8 2500 4 35.6929408033929 2366 1376 1376
20029 "abf" "off" "off" "scorr" 10 25 0.5 9 2500 4 35.7209976763714 2367 1287 1287
20030 "abf" "off" "off" "scorr" 10 25 0.5 10 2500 4 35.669753195306 2379 1292 1292
20031 "abf" "off" "off" "scorr" 10 25 0.9 1 2500 4 36.1329551116567 2340 967 967
20032 "abf" "off" "off" "scorr" 10 25 0.9 2 2500 4 36.1011454065248 2338 1068 1068
20033 "abf" "off" "off" "scorr" 10 25 0.9 3 2500 4 36.2993808766154 2367 873 873
20034 "abf" "off" "off" "scorr" 10 25 0.9 4 2500 4 36.4032621881969 2346 1256 1256
20035 "abf" "off" "off" "scorr" 10 25 0.9 5 2500 5 36.1623826149511 2358 877 877
20036 "abf" "off" "off" "scorr" 10 25 0.9 6 2500 4 36.0634316857865 2311 993 993
20037 "abf" "off" "off" "scorr" 10 25 0.9 7 2500 4 35.9663281345016 2340 1076 1076
20038 "abf" "off" "off" "scorr" 10 25 0.9 8 2500 4 36.2292382849776 2328 1201 1201
20039 "abf" "off" "off" "scorr" 10 25 0.9 9 2500 4 36.2229903027171 2351 1012 1012
20040 "abf" "off" "off" "scorr" 10 25 0.9 10 2500 4 36.027118065298 2349 1019 1019
20041 "abf" "off" "off" "scorr" 10 50 0.1 1 5000 1 0 5000 5000 0
20042 "abf" "off" "off" "scorr" 10 50 0.1 2 5000 1 0 5000 5000 0
20043 "abf" "off" "off" "scorr" 10 50 0.1 3 5000 1 0 5000 5000 0
20044 "abf" "off" "off" "scorr" 10 50 0.1 4 5000 1 0 5000 5000 0
20045 "abf" "off" "off" "scorr" 10 50 0.1 5 5000 1 0 5000 5000 0
20046 "abf" "off" "off" "scorr" 10 50 0.1 6 5000 1 0 5000 5000 0
20047 "abf" "off" "off" "scorr" 10 50 0.1 7 5000 1 0 5000 5000 0
20048 "abf" "off" "off" "scorr" 10 50 0.1 8 5000 1 0 5000 5000 0
20049 "abf" "off" "off" "scorr" 10 50 0.1 9 5000 1 0 5000 5000 0
20050 "abf" "off" "off" "scorr" 10 50 0.1 10 5000 1 0 5000 5000 0
20051 "abf" "off" "off" "scorr" 10 50 0.2 1 5000 1 0 5000 5000 0
20052 "abf" "off" "off" "scorr" 10 50 0.2 2 5000 1 0 5000 5000 0
20053 "abf" "off" "off" "scorr" 10 50 0.2 3 5000 1 0 5000 5000 0
20054 "abf" "off" "off" "scorr" 10 50 0.2 4 5000 1 0 5000 5000 0
20055 "abf" "off" "off" "scorr" 10 50 0.2 5 5000 1 0 5000 5000 0
20056 "abf" "off" "off" "scorr" 10 50 0.2 6 5000 1 0 5000 5000 0
20057 "abf" "off" "off" "scorr" 10 50 0.2 7 5000 1 0 5000 5000 0
20058 "abf" "off" "off" "scorr" 10 50 0.2 8 5000 1 0 5000 5000 0
20059 "abf" "off" "off" "scorr" 10 50 0.2 9 5000 1 0 5000 5000 0
20060 "abf" "off" "off" "scorr" 10 50 0.2 10 5000 1 0 5000 5000 0
20061 "abf" "off" "off" "scorr" 10 50 0.5 1 5000 15 35.620534969503 4841 4329 4329
20062 "abf" "off" "off" "scorr" 10 50 0.5 2 5000 14 35.619672404538 4834 4400 4400
20063 "abf" "off" "off" "scorr" 10 50 0.5 3 5000 14 35.6299600038342 4830 4413 4413
20064 "abf" "off" "off" "scorr" 10 50 0.5 4 5000 15 35.6200171799427 4818 4369 4369
20065 "abf" "off" "off" "scorr" 10 50 0.5 5 5000 16 35.5437857992615 4834 4574 4574
20066 "abf" "off" "off" "scorr" 10 50 0.5 6 5000 12 35.6096668738455 4814 4470 4470
20067 "abf" "off" "off" "scorr" 10 50 0.5 7 5000 15 35.5913811079396 4840 4367 4367
20068 "abf" "off" "off" "scorr" 10 50 0.5 8 5000 16 35.4908369918374 4832 4493 4493
20069 "abf" "off" "off" "scorr" 10 50 0.5 9 5000 14 35.5161262688543 4833 4483 4483
20070 "abf" "off" "off" "scorr" 10 50 0.5 10 5000 15 35.6039924943973 4849 4487 4487
20071 "abf" "off" "off" "scorr" 10 50 0.9 1 5000 13 36.4107855657129 4717 3068 3068
20072 "abf" "off" "off" "scorr" 10 50 0.9 2 5000 16 36.4610492408688 4753 2887 2887
20073 "abf" "off" "off" "scorr" 10 50 0.9 3 5000 14 36.377053671987 4773 3075 3075
20074 "abf" "off" "off" "scorr" 10 50 0.9 4 5000 14 36.6054136111784 4809 2531 2531
20075 "abf" "off" "off" "scorr" 10 50 0.9 5 5000 13 36.4950544068716 4782 2792 2792
20076 "abf" "off" "off" "scorr" 10 50 0.9 6 5000 15 36.6872522681977 4800 2608 2608
20077 "abf" "off" "off" "scorr" 10 50 0.9 7 5000 13 36.4841426832084 4769 2869 2869
20078 "abf" "off" "off" "scorr" 10 50 0.9 8 5000 15 36.7147247841705 4774 2941 2941
20079 "abf" "off" "off" "scorr" 10 50 0.9 9 5000 14 36.1806637890167 4761 3454 3454
20080 "abf" "off" "off" "scorr" 10 50 0.9 10 5000 13 36.6305099950475 4761 2767 2767
20081 "abf" "off" "off" "scorr" 10 100 0.1 1 10000 1 0 10000 10000 0
20082 "abf" "off" "off" "scorr" 10 100 0.1 2 10000 1 0 10000 10000 0
20083 "abf" "off" "off" "scorr" 10 100 0.1 3 10000 1 0 10000 10000 0
20084 "abf" "off" "off" "scorr" 10 100 0.1 4 10000 2 0 10000 10000 0
20085 "abf" "off" "off" "scorr" 10 100 0.1 5 10000 1 0 10000 10000 0
20086 "abf" "off" "off" "scorr" 10 100 0.1 6 10000 2 0 10000 10000 0
20087 "abf" "off" "off" "scorr" 10 100 0.1 7 10000 1 0 10000 10000 0
20088 "abf" "off" "off" "scorr" 10 100 0.1 8 10000 2 0 10000 10000 0
20089 "abf" "off" "off" "scorr" 10 100 0.1 9 10000 1 0 10000 10000 0
20090 "abf" "off" "off" "scorr" 10 100 0.1 10 10000 1 0 10000 10000 0
20091 "abf" "off" "off" "scorr" 10 100 0.2 1 10000 1 0 10000 10000 0
20092 "abf" "off" "off" "scorr" 10 100 0.2 2 10000 1 0 10000 10000 0
20093 "abf" "off" "off" "scorr" 10 100 0.2 3 10000 1 0 10000 10000 0
20094 "abf" "off" "off" "scorr" 10 100 0.2 4 10000 1 0 10000 10000 0
20095 "abf" "off" "off" "scorr" 10 100 0.2 5 10000 2 0 10000 10000 0
20096 "abf" "off" "off" "scorr" 10 100 0.2 6 10000 1 0 10000 10000 0
20097 "abf" "off" "off" "scorr" 10 100 0.2 7 10000 1 0 10000 10000 0
20098 "abf" "off" "off" "scorr" 10 100 0.2 8 10000 1 0 10000 10000 0
20099 "abf" "off" "off" "scorr" 10 100 0.2 9 10000 2 0 10000 10000 0
20100 "abf" "off" "off" "scorr" 10 100 0.2 10 10000 1 0 10000 10000 0
20101 "abf" "off" "off" "scorr" 10 100 0.5 1 10000 56 35.6022843562329 9755 9692 9691
20102 "abf" "off" "off" "scorr" 10 100 0.5 2 10000 57 35.5955667717764 9763 9688 9687
20103 "abf" "off" "off" "scorr" 10 100 0.5 3 10000 47 35.6212162522034 9747 9724 9724
20104 "abf" "off" "off" "scorr" 10 100 0.5 4 10000 54 35.6148516301569 9761 9785 9784
20105 "abf" "off" "off" "scorr" 10 100 0.5 5 10000 44 35.5337496098855 9785 9841 9840
20106 "abf" "off" "off" "scorr" 10 100 0.5 6 10000 62 35.6179517132003 9779 9845 9845
20107 "abf" "off" "off" "scorr" 10 100 0.5 7 10000 56 35.5762083568498 9773 9837 9837
20108 "abf" "off" "off" "scorr" 10 100 0.5 8 10000 55 35.5557455987913 9726 9769 9768
20109 "abf" "off" "off" "scorr" 10 100 0.5 9 10000 50 35.5675632344978 9749 9800 9800
20110 "abf" "off" "off" "scorr" 10 100 0.5 10 10000 56 35.5907095167652 9782 9851 9851
20111 "abf" "off" "off" "scorr" 10 100 0.9 1 10000 52 36.6903757765807 9687 8463 8463
20112 "abf" "off" "off" "scorr" 10 100 0.9 2 10000 48 36.633603018107 9628 8871 8871
20113 "abf" "off" "off" "scorr" 10 100 0.9 3 10000 46 36.5481655543882 9653 9007 9007
20114 "abf" "off" "off" "scorr" 10 100 0.9 4 10000 63 36.7453256396021 9721 8055 8055
20115 "abf" "off" "off" "scorr" 10 100 0.9 5 10000 60 36.6483643953309 9658 8806 8806
20116 "abf" "off" "off" "scorr" 10 100 0.9 6 10000 54 36.6386368552938 9681 8700 8700
20117 "abf" "off" "off" "scorr" 10 100 0.9 7 10000 62 36.6412861551003 9637 8770 8770
20118 "abf" "off" "off" "scorr" 10 100 0.9 8 10000 58 36.6459426043913 9640 8672 8672
20119 "abf" "off" "off" "scorr" 10 100 0.9 9 10000 48 36.58756332824 9657 8834 8834
20120 "abf" "off" "off" "scorr" 10 100 0.9 10 10000 54 36.5890283367422 9634 8967 8967
20121 "abf" "off" "off" "scorr" 10 200 0.1 1 20000 2 0 20000 20000 0
20122 "abf" "off" "off" "scorr" 10 200 0.1 2 20000 2 0 20000 20000 0
20123 "abf" "off" "off" "scorr" 10 200 0.1 3 20000 2 0 20000 20000 0
20124 "abf" "off" "off" "scorr" 10 200 0.1 4 20000 2 0 20000 20000 0
20125 "abf" "off" "off" "scorr" 10 200 0.1 5 20000 2 0 20000 20000 0
20126 "abf" "off" "off" "scorr" 10 200 0.1 6 20000 2 0 20000 20000 0
20127 "abf" "off" "off" "scorr" 10 200 0.1 7 20000 2 0 20000 20000 0
20128 "abf" "off" "off" "scorr" 10 200 0.1 8 20000 2 0 20000 20000 0
20129 "abf" "off" "off" "scorr" 10 200 0.1 9 20000 2 0 20000 20000 0
20130 "abf" "off" "off" "scorr" 10 200 0.1 10 20000 2 0 20000 20000 0
20131 "abf" "off" "off" "scorr" 10 200 0.2 1 20000 2 0 20000 20000 0
20132 "abf" "off" "off" "scorr" 10 200 0.2 2 20000 2 0 20000 20000 0
