"jobid" "mutator" "crossover" "repair" "generator" "D" "mu" "eps" "repl" "iters" "time_passed" "entropy" "iters_without_improvement" "repair_operations" "repair_success"
1656 "bf" "on" "off" "usw" 5 50 0.2 6 5000 4 33.7676079008948 4425 8142 319
1657 "bf" "on" "off" "usw" 5 50 0.2 7 5000 4 33.7584234371351 4397 8064 322
1658 "bf" "on" "off" "usw" 5 50 0.2 8 5000 4 33.7513618521382 4431 8205 335
1659 "bf" "on" "off" "usw" 5 50 0.2 9 5000 3 33.7795456195404 4476 8121 295
1660 "bf" "on" "off" "usw" 5 50 0.2 10 5000 3 33.7552507914337 4403 8019 309
1661 "bf" "on" "off" "usw" 5 50 0.5 1 5000 15 36.7775320859063 4529 4377 660
1662 "bf" "on" "off" "usw" 5 50 0.5 2 5000 13 36.7771945285101 4504 4363 664
1663 "bf" "on" "off" "usw" 5 50 0.5 3 5000 16 36.7771945285101 4494 4387 634
1664 "bf" "on" "off" "usw" 5 50 0.5 4 5000 14 36.7747629900231 4530 4429 658
1665 "bf" "on" "off" "usw" 5 50 0.5 5 5000 14 36.7775320859063 4407 4447 668
1666 "bf" "on" "off" "usw" 5 50 0.5 6 5000 13 36.7771945285101 4521 4307 655
1667 "bf" "on" "off" "usw" 5 50 0.5 7 5000 16 36.7749880282873 4539 4342 618
1668 "bf" "on" "off" "usw" 5 50 0.5 8 5000 15 36.7754381048155 4494 4393 674
1669 "bf" "on" "off" "usw" 5 50 0.5 9 5000 16 36.7774195667742 4529 4364 680
1670 "bf" "on" "off" "usw" 5 50 0.5 10 5000 15 36.7779821624345 4461 4406 687
1671 "bf" "on" "off" "usw" 5 50 0.9 1 5000 15 36.7301180061929 3927 2441 154
1672 "bf" "on" "off" "usw" 5 50 0.9 2 5000 15 36.7635908389835 4029 2367 165
1673 "bf" "on" "off" "usw" 5 50 0.9 3 5000 14 36.7500342019651 4015 2329 145
1674 "bf" "on" "off" "usw" 5 50 0.9 4 5000 14 36.7385798107976 3857 2225 142
1675 "bf" "on" "off" "usw" 5 50 0.9 5 5000 14 36.758322926986 4001 2386 168
1676 "bf" "on" "off" "usw" 5 50 0.9 6 5000 14 36.7211022076991 3963 2404 140
1677 "bf" "on" "off" "usw" 5 50 0.9 7 5000 16 36.7480878321554 3940 2279 130
1678 "bf" "on" "off" "usw" 5 50 0.9 8 5000 16 36.7434111542104 4015 2394 148
1679 "bf" "on" "off" "usw" 5 50 0.9 9 5000 14 36.7494716063047 3909 2323 167
1680 "bf" "on" "off" "usw" 5 50 0.9 10 5000 15 36.7364956063954 4046 2482 165
1681 "bf" "on" "off" "usw" 5 100 0.1 1 10000 9 29.4423921196869 8896 16595 559
1682 "bf" "on" "off" "usw" 5 100 0.1 2 10000 8 29.4053336319359 8967 16726 524
1683 "bf" "on" "off" "usw" 5 100 0.1 3 10000 9 29.6552746212855 8999 16658 497
1684 "bf" "on" "off" "usw" 5 100 0.1 4 10000 12 29.6581110824251 8959 16558 524
1685 "bf" "on" "off" "usw" 5 100 0.1 5 10000 11 29.5216273494503 8956 16586 510
1686 "bf" "on" "off" "usw" 5 100 0.1 6 10000 11 29.58601898531 8982 16762 513
1687 "bf" "on" "off" "usw" 5 100 0.1 7 10000 9 29.5484688201357 8921 16520 518
1688 "bf" "on" "off" "usw" 5 100 0.1 8 10000 9 29.4109297937769 8876 16640 510
1689 "bf" "on" "off" "usw" 5 100 0.1 9 10000 11 29.4066225407739 8882 16675 527
1690 "bf" "on" "off" "usw" 5 100 0.1 10 10000 12 29.5060761191602 8944 16664 516
1691 "bf" "on" "off" "usw" 5 100 0.2 1 10000 12 33.8427625866173 8877 16404 579
1692 "bf" "on" "off" "usw" 5 100 0.2 2 10000 11 33.843413130185 8862 16541 602
1693 "bf" "on" "off" "usw" 5 100 0.2 3 10000 13 33.8115986566771 8772 16440 580
1694 "bf" "on" "off" "usw" 5 100 0.2 4 10000 11 33.8326367686404 8835 16376 594
1695 "bf" "on" "off" "usw" 5 100 0.2 5 10000 13 33.8241090280121 8834 16368 564
1696 "bf" "on" "off" "usw" 5 100 0.2 6 10000 9 33.8338888256005 8784 16359 600
1697 "bf" "on" "off" "usw" 5 100 0.2 7 10000 12 33.8308598339813 8913 16477 535
1698 "bf" "on" "off" "usw" 5 100 0.2 8 10000 13 33.8315023599891 8850 16521 602
1699 "bf" "on" "off" "usw" 5 100 0.2 9 10000 11 33.8173841316094 8855 16373 574
1700 "bf" "on" "off" "usw" 5 100 0.2 10 10000 9 33.8227634085222 8779 16442 556
1701 "bf" "on" "off" "usw" 5 100 0.5 1 10000 54 36.7873341137231 9240 9064 1336
1702 "bf" "on" "off" "usw" 5 100 0.5 2 10000 54 36.7873341137231 9184 8908 1281
1703 "bf" "on" "off" "usw" 5 100 0.5 3 10000 58 36.7873341137231 9284 8915 1330
1704 "bf" "on" "off" "usw" 5 100 0.5 4 10000 60 36.7873341137231 9371 8861 1283
1705 "bf" "on" "off" "usw" 5 100 0.5 5 10000 52 36.7873341137231 9285 8847 1242
1706 "bf" "on" "off" "usw" 5 100 0.5 6 10000 57 36.7873341137231 9361 9010 1287
1707 "bf" "on" "off" "usw" 5 100 0.5 7 10000 51 36.7871427025653 9393 8997 1342
1708 "bf" "on" "off" "usw" 5 100 0.5 8 10000 60 36.7873341137231 9280 8977 1321
1709 "bf" "on" "off" "usw" 5 100 0.5 9 10000 61 36.7873341137231 9267 8834 1256
1710 "bf" "on" "off" "usw" 5 100 0.5 10 10000 55 36.7873341137231 9208 8845 1248
1711 "bf" "on" "off" "usw" 5 100 0.9 1 10000 60 36.7855984891573 8232 4553 311
1712 "bf" "on" "off" "usw" 5 100 0.9 2 10000 56 36.7861507333373 8168 4387 298
1713 "bf" "on" "off" "usw" 5 100 0.9 3 10000 53 36.7857562732087 8125 4737 308
1714 "bf" "on" "off" "usw" 5 100 0.9 4 10000 55 36.7850839995689 8208 4533 304
1715 "bf" "on" "off" "usw" 5 100 0.9 5 10000 61 36.7851704019224 8123 3921 275
1716 "bf" "on" "off" "usw" 5 100 0.9 6 10000 56 36.7848884609258 8078 4512 300
1717 "bf" "on" "off" "usw" 5 100 0.9 7 10000 53 36.7850915098966 8098 4114 238
1718 "bf" "on" "off" "usw" 5 100 0.9 8 10000 60 36.7850839995689 8147 4424 295
1719 "bf" "on" "off" "usw" 5 100 0.9 9 10000 50 36.7855195971316 8092 4216 308
1720 "bf" "on" "off" "usw" 5 100 0.9 10 10000 60 36.7855237246168 8254 4324 346
1721 "bf" "on" "off" "usw" 5 200 0.1 1 20000 36 29.7208801080998 17798 33359 956
1722 "bf" "on" "off" "usw" 5 200 0.1 2 20000 40 29.8196708407865 17705 33271 1043
1723 "bf" "on" "off" "usw" 5 200 0.1 3 20000 38 29.7811627265247 17809 33392 933
1724 "bf" "on" "off" "usw" 5 200 0.1 4 20000 35 29.7693813111591 17823 33401 977
1725 "bf" "on" "off" "usw" 5 200 0.1 5 20000 37 29.6909923284552 17857 33712 914
1726 "bf" "on" "off" "usw" 5 200 0.1 6 20000 35 29.8494546639222 17819 33322 898
1727 "bf" "on" "off" "usw" 5 200 0.1 7 20000 36 29.729053053522 17742 33425 995
1728 "bf" "on" "off" "usw" 5 200 0.1 8 20000 38 29.7199911133329 17748 33160 1025
1729 "bf" "on" "off" "usw" 5 200 0.1 9 20000 37 29.7602335963471 17807 33479 948
1730 "bf" "on" "off" "usw" 5 200 0.1 10 20000 41 29.6501130809247 17720 33392 1069
1731 "bf" "on" "off" "usw" 5 200 0.2 1 20000 43 33.8672471193712 17665 33069 1108
1732 "bf" "on" "off" "usw" 5 200 0.2 2 20000 41 33.8631983959418 17824 33201 1092
1733 "bf" "on" "off" "usw" 5 200 0.2 3 20000 42 33.8599822728414 17811 33210 1026
1734 "bf" "on" "off" "usw" 5 200 0.2 4 20000 37 33.8654608767078 17719 33137 1058
1735 "bf" "on" "off" "usw" 5 200 0.2 5 20000 40 33.8626700100834 17804 32990 1006
1736 "bf" "on" "off" "usw" 5 200 0.2 6 20000 45 33.8613622518655 17678 33158 1044
1737 "bf" "on" "off" "usw" 5 200 0.2 7 20000 39 33.8709079304321 17836 33251 1058
1738 "bf" "on" "off" "usw" 5 200 0.2 8 20000 43 33.8680356514089 17876 33154 991
1739 "bf" "on" "off" "usw" 5 200 0.2 9 20000 40 33.863764918579 17757 33092 1051
1740 "bf" "on" "off" "usw" 5 200 0.2 10 20000 40 33.8621526399618 17779 33061 1020
1741 "bf" "on" "off" "usw" 5 200 0.5 1 20000 226 36.7873341137231 18964 18267 2728
1742 "bf" "on" "off" "usw" 5 200 0.5 2 20000 205 36.7873341137231 18845 17902 2553
1743 "bf" "on" "off" "usw" 5 200 0.5 3 20000 228 36.7873341137231 18863 17929 2581
1744 "bf" "on" "off" "usw" 5 200 0.5 4 20000 218 36.7873341137231 18580 18007 2557
1745 "bf" "on" "off" "usw" 5 200 0.5 5 20000 232 36.7873341137231 19004 18038 2623
1746 "bf" "on" "off" "usw" 5 200 0.5 6 20000 209 36.7873341137231 18794 17930 2587
1747 "bf" "on" "off" "usw" 5 200 0.5 7 20000 246 36.7873341137231 18857 18015 2574
1748 "bf" "on" "off" "usw" 5 200 0.5 8 20000 212 36.7873341137231 18823 17991 2611
1749 "bf" "on" "off" "usw" 5 200 0.5 9 20000 213 36.7873341137231 18900 17856 2577
1750 "bf" "on" "off" "usw" 5 200 0.5 10 20000 224 36.7873341137231 18999 17936 2533
1751 "bf" "on" "off" "usw" 5 200 0.9 1 20000 208 36.787318518624 16743 8217 557
1752 "bf" "on" "off" "usw" 5 200 0.9 2 20000 187 36.7873237169903 16813 8560 596
1753 "bf" "on" "off" "usw" 5 200 0.9 3 20000 234 36.7873133202576 16768 8290 605
1754 "bf" "on" "off" "usw" 5 200 0.9 4 20000 232 36.7872873284258 16805 8211 624
1755 "bf" "on" "off" "usw" 5 200 0.9 5 20000 203 36.7873237169903 16787 8490 616
1756 "bf" "on" "off" "usw" 5 200 0.9 6 20000 215 36.787318518624 17037 8042 567
1757 "bf" "on" "off" "usw" 5 200 0.9 7 20000 192 36.7873237169903 16721 8007 546
1758 "bf" "on" "off" "usw" 5 200 0.9 8 20000 233 36.7873133202576 16832 7629 456
1759 "bf" "on" "off" "usw" 5 200 0.9 9 20000 194 36.7873133202576 16797 8013 547
1760 "bf" "on" "off" "usw" 5 200 0.9 10 20000 233 36.7873289153567 16703 7828 537
1761 "bf" "on" "off" "usw" 10 25 0.1 1 2500 1 0 2500 4478 0
1762 "bf" "on" "off" "usw" 10 25 0.1 2 2500 1 0 2500 4493 0
1763 "bf" "on" "off" "usw" 10 25 0.1 3 2500 1 0 2500 4510 0
1764 "bf" "on" "off" "usw" 10 25 0.1 4 2500 1 0 2500 4487 0
1765 "bf" "on" "off" "usw" 10 25 0.1 5 2500 1 0 2500 4526 0
1766 "bf" "on" "off" "usw" 10 25 0.1 6 2500 1 0 2500 4493 0
1767 "bf" "on" "off" "usw" 10 25 0.1 7 2500 1 0 2500 4465 0
1768 "bf" "on" "off" "usw" 10 25 0.1 8 2500 1 0 2500 4499 0
1769 "bf" "on" "off" "usw" 10 25 0.1 9 2500 1 0 2500 4508 0
1770 "bf" "on" "off" "usw" 10 25 0.1 10 2500 1 0 2500 4496 0
1771 "bf" "on" "off" "usw" 10 25 0.2 1 2500 1 0 2500 4511 0
1772 "bf" "on" "off" "usw" 10 25 0.2 2 2500 1 0 2500 4520 0
1773 "bf" "on" "off" "usw" 10 25 0.2 3 2500 1 0 2500 4488 0
1774 "bf" "on" "off" "usw" 10 25 0.2 4 2500 1 0 2500 4509 0
1775 "bf" "on" "off" "usw" 10 25 0.2 5 2500 1 0 2500 4510 0
1776 "bf" "on" "off" "usw" 10 25 0.2 6 2500 1 0 2500 4520 0
1777 "bf" "on" "off" "usw" 10 25 0.2 7 2500 1 0 2500 4492 0
1778 "bf" "on" "off" "usw" 10 25 0.2 8 2500 1 0 2500 4497 0
1779 "bf" "on" "off" "usw" 10 25 0.2 9 2500 1 0 2500 4511 0
1780 "bf" "on" "off" "usw" 10 25 0.2 10 2500 1 0 2500 4474 0
1781 "bf" "on" "off" "usw" 10 25 0.5 1 2500 1 35.1269348411738 2336 3932 153
1782 "bf" "on" "off" "usw" 10 25 0.5 2 2500 2 35.0523302364673 2365 3974 115
1783 "bf" "on" "off" "usw" 10 25 0.5 3 2500 2 35.1236071074366 2340 4010 165
1784 "bf" "on" "off" "usw" 10 25 0.5 4 2500 2 35.1320964105444 2353 3864 175
1785 "bf" "on" "off" "usw" 10 25 0.5 5 2500 1 35.1191034381514 2377 3971 155
1786 "bf" "on" "off" "usw" 10 25 0.5 6 2500 2 35.1142278024683 2364 3908 149
1787 "bf" "on" "off" "usw" 10 25 0.5 7 2500 1 35.1516814793911 2373 3967 150
1788 "bf" "on" "off" "usw" 10 25 0.5 8 2500 2 35.1087876448885 2342 3919 126
1789 "bf" "on" "off" "usw" 10 25 0.5 9 2500 2 35.1621928679672 2371 3982 172
1790 "bf" "on" "off" "usw" 10 25 0.5 10 2500 2 35.1634909373668 2358 3923 147
1791 "bf" "on" "off" "usw" 10 25 0.9 1 2500 4 36.7730541293421 2428 1343 95
1792 "bf" "on" "off" "usw" 10 25 0.9 2 2500 4 36.774332285704 2431 1323 94
1793 "bf" "on" "off" "usw" 10 25 0.9 3 2500 4 36.7781667547895 2433 1359 103
1794 "bf" "on" "off" "usw" 10 25 0.9 4 2500 4 36.774332285704 2431 1349 103
1795 "bf" "on" "off" "usw" 10 25 0.9 5 2500 4 36.7756104420658 2433 1324 100
1796 "bf" "on" "off" "usw" 10 25 0.9 6 2500 4 36.7730541293421 2435 1241 110
1797 "bf" "on" "off" "usw" 10 25 0.9 7 2500 4 36.7749912762983 2429 1402 122
1798 "bf" "on" "off" "usw" 10 25 0.9 8 2500 4 36.7781667547895 2436 1411 130
1799 "bf" "on" "off" "usw" 10 25 0.9 9 2500 4 36.7698786508509 2436 1377 109
1800 "bf" "on" "off" "usw" 10 25 0.9 10 2500 4 36.7749912762983 2433 1333 104
1801 "bf" "on" "off" "usw" 10 50 0.1 1 5000 1 0 5000 8977 0
1802 "bf" "on" "off" "usw" 10 50 0.1 2 5000 1 0 5000 8986 0
1803 "bf" "on" "off" "usw" 10 50 0.1 3 5000 1 0 5000 9030 0
1804 "bf" "on" "off" "usw" 10 50 0.1 4 5000 1 0 5000 9017 0
1805 "bf" "on" "off" "usw" 10 50 0.1 5 5000 1 0 5000 9010 0
1806 "bf" "on" "off" "usw" 10 50 0.1 6 5000 1 0 5000 8951 0
1807 "bf" "on" "off" "usw" 10 50 0.1 7 5000 1 0 5000 9003 0
1808 "bf" "on" "off" "usw" 10 50 0.1 8 5000 1 0 5000 8983 0
1809 "bf" "on" "off" "usw" 10 50 0.1 9 5000 1 0 5000 9007 0
1810 "bf" "on" "off" "usw" 10 50 0.1 10 5000 1 0 5000 9043 0
1811 "bf" "on" "off" "usw" 10 50 0.2 1 5000 1 0 5000 9019 0
1812 "bf" "on" "off" "usw" 10 50 0.2 2 5000 1 0 5000 9014 0
1813 "bf" "on" "off" "usw" 10 50 0.2 3 5000 1 0 5000 9012 0
1814 "bf" "on" "off" "usw" 10 50 0.2 4 5000 1 0 5000 8976 0
1815 "bf" "on" "off" "usw" 10 50 0.2 5 5000 1 0 5000 9054 0
1816 "bf" "on" "off" "usw" 10 50 0.2 6 5000 1 0 5000 8954 0
1817 "bf" "on" "off" "usw" 10 50 0.2 7 5000 1 0 5000 8973 0
1818 "bf" "on" "off" "usw" 10 50 0.2 8 5000 1 0 5000 8986 0
1819 "bf" "on" "off" "usw" 10 50 0.2 9 5000 1 0 5000 8984 0
1820 "bf" "on" "off" "usw" 10 50 0.2 10 5000 1 0 5000 8990 0
1821 "bf" "on" "off" "usw" 10 50 0.5 1 5000 4 35.2324135419613 4700 8087 254
1822 "bf" "on" "off" "usw" 10 50 0.5 2 5000 4 35.2416843153146 4657 8047 247
1823 "bf" "on" "off" "usw" 10 50 0.5 3 5000 4 35.1899097246776 4679 8072 227
1824 "bf" "on" "off" "usw" 10 50 0.5 4 5000 3 35.205436287393 4683 8096 244
1825 "bf" "on" "off" "usw" 10 50 0.5 5 5000 4 35.1951341675188 4671 8084 226
1826 "bf" "on" "off" "usw" 10 50 0.5 6 5000 4 35.1945723702711 4666 8081 209
1827 "bf" "on" "off" "usw" 10 50 0.5 7 5000 4 35.2243302351579 4709 7994 234
1828 "bf" "on" "off" "usw" 10 50 0.5 8 5000 4 35.2093014774604 4697 8070 253
1829 "bf" "on" "off" "usw" 10 50 0.5 9 5000 4 35.216543266189 4723 8177 262
1830 "bf" "on" "off" "usw" 10 50 0.5 10 5000 4 35.2367961596157 4657 8070 236
1831 "bf" "on" "off" "usw" 10 50 0.9 1 5000 14 36.7789948346231 4882 2842 203
1832 "bf" "on" "off" "usw" 10 50 0.9 2 5000 16 36.7791073537552 4890 2710 229
1833 "bf" "on" "off" "usw" 10 50 0.9 3 5000 14 36.7793323920193 4873 2660 247
1834 "bf" "on" "off" "usw" 10 50 0.9 4 5000 14 36.7788823154911 4866 2687 220
1835 "bf" "on" "off" "usw" 10 50 0.9 5 5000 14 36.7792198728873 4877 2703 200
1836 "bf" "on" "off" "usw" 10 50 0.9 6 5000 14 36.7793323920193 4863 2695 187
1837 "bf" "on" "off" "usw" 10 50 0.9 7 5000 14 36.7793323920193 4875 2634 195
1838 "bf" "on" "off" "usw" 10 50 0.9 8 5000 13 36.7791073537552 4877 2582 206
1839 "bf" "on" "off" "usw" 10 50 0.9 9 5000 14 36.7791073537552 4890 2783 267
1840 "bf" "on" "off" "usw" 10 50 0.9 10 5000 14 36.778769796359 4863 2607 191
1841 "bf" "on" "off" "usw" 10 100 0.1 1 10000 2 0 10000 18003 0
1842 "bf" "on" "off" "usw" 10 100 0.1 2 10000 2 0 10000 17966 0
1843 "bf" "on" "off" "usw" 10 100 0.1 3 10000 2 0 10000 17925 0
1844 "bf" "on" "off" "usw" 10 100 0.1 4 10000 2 0 10000 18020 0
1845 "bf" "on" "off" "usw" 10 100 0.1 5 10000 2 0 10000 18042 0
1846 "bf" "on" "off" "usw" 10 100 0.1 6 10000 2 0 10000 18021 0
1847 "bf" "on" "off" "usw" 10 100 0.1 7 10000 2 0 10000 18023 0
1848 "bf" "on" "off" "usw" 10 100 0.1 8 10000 2 0 10000 17963 0
1849 "bf" "on" "off" "usw" 10 100 0.1 9 10000 2 0 10000 18053 0
1850 "bf" "on" "off" "usw" 10 100 0.1 10 10000 2 0 10000 17931 0
1851 "bf" "on" "off" "usw" 10 100 0.2 1 10000 2 0 10000 17914 0
1852 "bf" "on" "off" "usw" 10 100 0.2 2 10000 2 0 10000 18022 0
1853 "bf" "on" "off" "usw" 10 100 0.2 3 10000 2 0 10000 17951 0
1854 "bf" "on" "off" "usw" 10 100 0.2 4 10000 2 0 10000 17955 0
1855 "bf" "on" "off" "usw" 10 100 0.2 5 10000 2 0 10000 17979 0
1856 "bf" "on" "off" "usw" 10 100 0.2 6 10000 2 0 10000 18005 0
1857 "bf" "on" "off" "usw" 10 100 0.2 7 10000 2 0 10000 18030 0
1858 "bf" "on" "off" "usw" 10 100 0.2 8 10000 2 0 10000 17976 0
1859 "bf" "on" "off" "usw" 10 100 0.2 9 10000 2 0 10000 17958 0
1860 "bf" "on" "off" "usw" 10 100 0.2 10 10000 2 0 10000 18044 0
1861 "bf" "on" "off" "usw" 10 100 0.5 1 10000 13 35.2755397209711 9285 16014 431
1862 "bf" "on" "off" "usw" 10 100 0.5 2 10000 12 35.2536314227618 9192 16206 381
1863 "bf" "on" "off" "usw" 10 100 0.5 3 10000 13 35.2733819933567 9344 16174 423
1864 "bf" "on" "off" "usw" 10 100 0.5 4 10000 10 35.2658979214247 9232 16214 398
1865 "bf" "on" "off" "usw" 10 100 0.5 5 10000 11 35.2690534460545 9353 16399 381
1866 "bf" "on" "off" "usw" 10 100 0.5 6 10000 11 35.2545726318143 9384 16264 396
1867 "bf" "on" "off" "usw" 10 100 0.5 7 10000 11 35.2629278790574 9247 16167 394
1868 "bf" "on" "off" "usw" 10 100 0.5 8 10000 10 35.2538846621323 9292 16389 437
1869 "bf" "on" "off" "usw" 10 100 0.5 9 10000 11 35.2642483725791 9339 16358 385
1870 "bf" "on" "off" "usw" 10 100 0.5 10 10000 11 35.2640526742489 9252 16247 385
1871 "bf" "on" "off" "usw" 10 100 0.9 1 10000 50 36.7873341137231 9777 5287 465
1872 "bf" "on" "off" "usw" 10 100 0.9 2 10000 48 36.7873341137231 9773 5230 446
1873 "bf" "on" "off" "usw" 10 100 0.9 3 10000 60 36.7872552216973 9772 5322 460
1874 "bf" "on" "off" "usw" 10 100 0.9 4 10000 48 36.7873341137231 9764 5340 526
1875 "bf" "on" "off" "usw" 10 100 0.9 5 10000 49 36.7872552216973 9724 5253 454
1876 "bf" "on" "off" "usw" 10 100 0.9 6 10000 49 36.7873341137231 9734 5117 462
1877 "bf" "on" "off" "usw" 10 100 0.9 7 10000 53 36.7873341137231 9756 5212 391
1878 "bf" "on" "off" "usw" 10 100 0.9 8 10000 52 36.7873341137231 9738 5278 466
1879 "bf" "on" "off" "usw" 10 100 0.9 9 10000 53 36.7872552216973 9721 5207 417
1880 "bf" "on" "off" "usw" 10 100 0.9 10 10000 57 36.7871763296716 9751 5253 424
1881 "bf" "on" "off" "usw" 10 200 0.1 1 20000 3 0 20000 36003 0
1882 "bf" "on" "off" "usw" 10 200 0.1 2 20000 3 0 20000 35928 0
1883 "bf" "on" "off" "usw" 10 200 0.1 3 20000 3 0 20000 36034 0
1884 "bf" "on" "off" "usw" 10 200 0.1 4 20000 3 0 20000 36045 0
1885 "bf" "on" "off" "usw" 10 200 0.1 5 20000 3 0 20000 36053 0
1886 "bf" "on" "off" "usw" 10 200 0.1 6 20000 3 0 20000 35958 0
1887 "bf" "on" "off" "usw" 10 200 0.1 7 20000 3 0 20000 36006 0
1888 "bf" "on" "off" "usw" 10 200 0.1 8 20000 3 0 20000 35961 0
1889 "bf" "on" "off" "usw" 10 200 0.1 9 20000 3 0 20000 36051 0
1890 "bf" "on" "off" "usw" 10 200 0.1 10 20000 3 0 20000 36063 0
1891 "bf" "on" "off" "usw" 10 200 0.2 1 20000 3 0 20000 35948 0
1892 "bf" "on" "off" "usw" 10 200 0.2 2 20000 3 0 20000 36056 0
1893 "bf" "on" "off" "usw" 10 200 0.2 3 20000 3 0 20000 35944 0
1894 "bf" "on" "off" "usw" 10 200 0.2 4 20000 3 0 20000 36039 0
1895 "bf" "on" "off" "usw" 10 200 0.2 5 20000 3 0 20000 35971 0
1896 "bf" "on" "off" "usw" 10 200 0.2 6 20000 3 0 20000 36051 0
1897 "bf" "on" "off" "usw" 10 200 0.2 7 20000 3 0 20000 35990 0
1898 "bf" "on" "off" "usw" 10 200 0.2 8 20000 3 0 20000 35863 0
1899 "bf" "on" "off" "usw" 10 200 0.2 9 20000 3 0 20000 36095 0
1900 "bf" "on" "off" "usw" 10 200 0.2 10 20000 3 0 20000 35951 0
1901 "bf" "on" "off" "usw" 10 200 0.5 1 20000 43 35.2880211949221 18456 33040 719
1902 "bf" "on" "off" "usw" 10 200 0.5 2 20000 43 35.2952050537308 18454 32778 834
1903 "bf" "on" "off" "usw" 10 200 0.5 3 20000 45 35.2965075813708 18464 32360 700
1904 "bf" "on" "off" "usw" 10 200 0.5 4 20000 40 35.2966507765675 18508 32626 697
1905 "bf" "on" "off" "usw" 10 200 0.5 5 20000 43 35.2979867945544 18510 32654 746
1906 "bf" "on" "off" "usw" 10 200 0.5 6 20000 45 35.2959999397631 18497 32642 822
1907 "bf" "on" "off" "usw" 10 200 0.5 7 20000 44 35.2990593579092 18551 32597 790
1908 "bf" "on" "off" "usw" 10 200 0.5 8 20000 43 35.295756034013 18667 32862 753
1909 "bf" "on" "off" "usw" 10 200 0.5 9 20000 45 35.3046675356286 18570 32582 840
1910 "bf" "on" "off" "usw" 10 200 0.5 10 20000 42 35.2952493957558 18574 32608 734
1911 "bf" "on" "off" "usw" 10 200 0.9 1 20000 221 36.7873341137231 19553 10340 926
1912 "bf" "on" "off" "usw" 10 200 0.9 2 20000 232 36.7873341137231 19537 10423 829
1913 "bf" "on" "off" "usw" 10 200 0.9 3 20000 232 36.7873341137231 19517 10305 816
1914 "bf" "on" "off" "usw" 10 200 0.9 4 20000 201 36.7873341137231 19575 10415 941
1915 "bf" "on" "off" "usw" 10 200 0.9 5 20000 243 36.7873341137231 19569 10406 818
1916 "bf" "on" "off" "usw" 10 200 0.9 6 20000 232 36.7873289153567 19556 10453 899
1917 "bf" "on" "off" "usw" 10 200 0.9 7 20000 190 36.7873341137231 19578 10135 847
1918 "bf" "on" "off" "usw" 10 200 0.9 8 20000 215 36.7873341137231 19547 10145 781
1919 "bf" "on" "off" "usw" 10 200 0.9 9 20000 210 36.7873289153567 19611 10316 872
1920 "bf" "on" "off" "usw" 10 200 0.9 10 20000 229 36.7873341137231 19527 10469 842
1921 "bf" "on" "deterministic" "uncorr" 2 25 0.1 1 2500 3 36.2343408917861 2175 3352 610
1922 "bf" "on" "deterministic" "uncorr" 2 25 0.1 2 2500 4 36.2344836913348 2203 2997 781
1923 "bf" "on" "deterministic" "uncorr" 2 25 0.1 3 2500 3 36.2279709656375 2213 3116 772
1924 "bf" "on" "deterministic" "uncorr" 2 25 0.1 4 2500 4 36.2259119198846 2181 2973 738
1925 "bf" "on" "deterministic" "uncorr" 2 25 0.1 5 2500 3 36.2321707391669 2162 3338 668
1926 "bf" "on" "deterministic" "uncorr" 2 25 0.1 6 2500 4 36.2365427370877 2172 3125 726
1927 "bf" "on" "deterministic" "uncorr" 2 25 0.1 7 2500 3 36.2094487053682 2256 3366 701
1928 "bf" "on" "deterministic" "uncorr" 2 25 0.1 8 2500 4 36.2029468166927 2207 3096 777
1929 "bf" "on" "deterministic" "uncorr" 2 25 0.1 9 2500 3 36.2191875263141 2181 3344 728
1930 "bf" "on" "deterministic" "uncorr" 2 25 0.1 10 2500 3 36.2292491219994 2201 3218 664
1931 "bf" "on" "deterministic" "uncorr" 2 25 0.2 1 2500 4 36.6886958094599 2170 2289 393
1932 "bf" "on" "deterministic" "uncorr" 2 25 0.2 2 2500 4 36.6938084349073 2124 2398 545
1933 "bf" "on" "deterministic" "uncorr" 2 25 0.2 3 2500 4 36.6848613403744 2138 2464 541
1934 "bf" "on" "deterministic" "uncorr" 2 25 0.2 4 2500 4 36.6898017414303 2183 2645 694
1935 "bf" "on" "deterministic" "uncorr" 2 25 0.2 5 2500 4 36.6976429039929 2145 2419 536
1936 "bf" "on" "deterministic" "uncorr" 2 25 0.2 6 2500 4 36.6899739658218 2165 2270 414
1937 "bf" "on" "deterministic" "uncorr" 2 25 0.2 7 2500 4 36.6874176530981 2169 2308 430
1938 "bf" "on" "deterministic" "uncorr" 2 25 0.2 8 2500 4 36.6912521221836 2182 2407 549
1939 "bf" "on" "deterministic" "uncorr" 2 25 0.2 9 2500 4 36.6886958094599 2201 2346 451
1940 "bf" "on" "deterministic" "uncorr" 2 25 0.2 10 2500 4 36.6976429039929 2139 2293 436
1941 "bf" "on" "deterministic" "uncorr" 2 25 0.5 1 2500 4 36.7654250159978 2107 1893 186
1942 "bf" "on" "deterministic" "uncorr" 2 25 0.5 2 2500 4 36.7508257799035 2033 1846 185
1943 "bf" "on" "deterministic" "uncorr" 2 25 0.5 3 2500 4 36.7463721450504 2084 1785 158
1944 "bf" "on" "deterministic" "uncorr" 2 25 0.5 4 2500 4 36.7629085281009 2055 1868 168
1945 "bf" "on" "deterministic" "uncorr" 2 25 0.5 5 2500 4 36.7571369120592 2087 1800 169
